1025.00,255,50.25
1030.00,255,50.25
5.00,255,17.50
10.00,255,17.50
15.00,255,17.62
20.00,255,17.75
25.00,255,18.00
30.00,255,18.19
35.00,255,18.50
40.00,255,18.75
45.00,255,19.06
50.00,255,19.37
55.00,255,20.19
60.00,255,21.19
65.00,255,22.00
70.00,255,22.75
75.00,255,23.37
80.00,255,23.94
85.00,255,24.50
90.00,255,25.06
95.00,255,25.56
100.00,255,26.06
105.00,255,26.50
110.00,255,26.94
115.00,255,27.37
120.00,255,27.81
125.00,255,28.19
130.00,255,28.56
135.00,255,29.00
140.00,255,29.37
145.00,255,29.75
150.00,255,30.06
155.00,255,30.44
160.00,255,30.81
165.00,255,31.19
170.00,255,31.50
175.00,255,31.87
180.00,255,32.19
185.00,255,32.50
190.00,255,32.88
195.00,255,33.13
200.00,255,33.50
205.00,255,33.75
210.00,255,34.06
215.00,255,34.38
220.00,255,34.63
225.00,255,34.94
230.00,255,35.19
235.00,255,35.44
240.00,255,35.69
245.00,255,36.00
250.00,255,36.25
255.00,255,36.50
260.00,255,36.69
265.00,255,36.94
270.00,255,37.19
275.00,255,37.38
280.00,255,37.63
285.00,255,37.88
290.00,255,38.06
295.00,255,38.31
300.00,255,38.50
305.00,255,38.69
310.00,255,38.88
315.00,255,39.06
320.00,255,39.25
325.00,255,39.44
330.00,255,39.63
335.00,255,39.81
340.00,255,40.00
345.00,255,40.13
350.00,255,40.31
355.00,255,40.50
360.00,255,40.63
365.00,255,40.81
370.00,255,40.94
375.00,255,41.13
380.00,255,41.25
385.00,255,41.38
390.00,255,41.56
395.00,255,41.69
400.00,255,41.81
405.00,255,41.94
410.00,255,42.06
415.00,255,42.19
420.00,255,42.31
425.00,255,42.50
430.00,255,42.63
435.00,255,42.69
440.00,255,42.81
445.00,255,42.94
450.00,255,43.06
455.00,255,43.19
460.00,255,43.31
465.00,255,43.38
470.00,255,43.50
475.00,255,43.63
480.00,255,43.69
485.00,255,43.81
490.00,255,43.88
495.00,255,44.00
500.00,255,44.06
505.00,255,44.13
510.00,255,44.25
515.00,255,44.31
520.00,255,44.44
525.00,255,44.50
530.00,255,44.56
535.00,255,44.63
540.00,255,44.69
545.00,255,44.81
550.00,255,44.88
555.00,255,44.94
560.00,255,45.00
565.00,255,45.13
570.00,255,45.19
575.00,255,45.25
580.00,255,45.31
585.00,255,45.38
590.00,255,45.44
595.00,255,45.50
600.00,255,45.56
605.00,255,45.63
610.00,255,45.69
615.00,255,45.75
620.00,255,45.81
625.00,255,45.88
630.00,255,45.94
635.00,255,45.94
640.00,255,46.00
645.00,255,46.06
650.00,255,46.13
655.00,255,46.19
660.00,255,46.19
665.00,255,46.25
670.00,255,46.31
675.00,255,46.38
680.00,255,46.38
685.00,255,46.44
690.00,255,46.50
695.00,255,46.50
700.00,255,46.56
705.00,255,46.56
710.00,255,46.63
715.00,255,46.69
720.00,255,46.75
725.00,255,46.75
730.00,255,46.81
735.00,255,46.81
740.00,255,46.88
745.00,255,46.94
750.00,255,46.94
755.00,255,47.00
760.00,255,47.06
765.00,255,47.06
770.00,255,47.13
775.00,255,47.19
780.00,255,47.19
785.00,255,47.25
790.00,255,47.25
795.00,255,47.31
800.00,255,47.38
805.00,255,47.44
810.00,255,47.44
815.00,255,47.44
820.00,255,47.50
825.00,255,47.56
830.00,255,47.56
835.00,255,47.63
840.00,255,47.63
845.00,255,47.69
850.00,255,47.75
855.00,255,47.75
860.00,255,47.81
865.00,255,47.81
870.00,255,47.88
875.00,255,47.88
880.00,255,47.94
885.00,255,47.94
890.00,255,47.94
895.00,255,48.00
900.00,255,48.00
905.00,255,48.06
910.00,255,48.06
915.00,255,48.13
920.00,255,48.13
925.00,255,48.19
930.00,255,48.19
935.00,255,48.19
940.00,255,48.19
945.00,255,48.25
950.00,255,48.25
955.00,255,48.31
960.00,255,48.31
965.00,255,48.38
